query_id,query,docid,passage,label,query_len,passage_len,difficulty,lexical_overlap
351,"Почему была отвергнута ""Новая хронология""?",4725#34,"Новая хронология (Фоменко) Кроме того, критика связана с реконструкцией истории, которой в последние годы занимается проект «Новая хронология». Согласно критической точке зрения, в работах сторонников «Новой хронологии», — вопреки декларируемому принципу, согласно которому известные в «традиционной» («скалигеровской») хронологии данные анализируются математическими методами и тем самым доказывается тождественность некоторых событий и эпох, — вместо реально изложенных в письменных источниках фактов и дат подставляются уже элементы новохронологической реконструкции истории, что, в итоге, даёт желаемые результаты. Оппоненты обвиняли сторонников «Новой хронологии» в игнорировании целого ряда исторических источников, не вписывающихся в их гипотезу (прежде всего хорошо датированного юридического, актового материала; в «Новой хронологии» упор делается на нарративные летописные источники), и альтернативных интерпретаций фактов.",1,5,109,0.5072,0.0
221,Когда был основан Санкт-Петербург?,63573#3,"Николаевская железная дорога 1703 год — в устье реки Невы основан город Санкт-Петербург. Проходит девять лет, и город становится столицей Российской империи. К концу XVIII века Санкт-Петербург — крупнейший город России по численности населения. На территории столицы находится самый большой в империи по грузообороту морской порт. В город поступают большие потоки грузов для обеспечения всё возрастающего количества населения продовольствием и для экспортной торговли. С начала XVIII века началось создание новых путей сообщения столицы с остальной Россией. Были построены судоходные каналы, связавшие бассейн Балтийского моря с бассейном Волги (1709 год) и бассейном Белого моря (1829 год). В 1746 году закончено сооружение столичного тракта между Санкт-Петербургом и Москвой. Обновлённое Московское шоссе с гравийным покрытием связало столицу с Москвой в 1833 году.",1,4,119,0.5072,0.01
1416,Кем было основано Ани́йское царство?,26726#40,"Анийское царство Уже с конца IX века данные области находились в составе Армении и управлялись наместниками из рода Гнтуни. Основателем царства в 978 году стал младший сын АшотаIII Милостивого Гурген, получивший после смерти отца Ташир и окраинные области. Он стал основателем новой ветви рода — Кюрикидов. Багратиды Ани, помимо сюзерена, здесь были также ""азгапетами"" — старшими членами династии. По сообщению Матеоса Урхаеци, «""…они были из рода армянских царей и зависели от Ширакского дома""». Изначально центром царства являлась крепость Самшвилде, а с 1065 года — крепость Лори. В 1001 году попытка неподчинения ДавидаI Безземельного Багратидам Ани была жестоко подавлена. Здесь находились стратегически важные крепости Каян, Махканаберд, Гаг и некоторые другие.",1,5,109,0.5072,0.0
1819,Когда родился Боб Ди́лан?,69002#4,"Дилан, Боб Боб Дилан (урождённый Роберт Аллен Циммерман; еврейское имя שבתאי זיסל בן אברהם [Шабтай Зисл бен Авраам]) родился в госпитале Святой Марии 24 мая 1941 года в городе Дулуте, детство провёл в городе Хиббинге, штат Миннесота (округ Месаби), расположенном к западу от озера Верхнее. У Дилана есть младший брат по имени Дэвид. Его бабушка и дедушка по отцовской линии, Зигман и Анна Циммерманы, эмигрировали из Одессы (Российская империя) в Соединённые Штаты после антисемитских . Его бабушка и дедушка по материнской линии, Бен и Флоренс Стоун, были литовскими евреями, которые прибыли в Соединённые Штаты в 1902 году. В своей автобиографии Дилан писал, что девичья фамилия бабушки по отцовской линии была Киргиз (), а её семья происходила из города Кагызмана, провинции Карс в северо-восточной Турции.",1,4,124,0.5072792079207921,0.019801980198019802
2702,Сколько лет Гонконг был английской колонией?,53590#81,"Британская империя В сентябре 1982 года премьер-министр Маргарет Тэтчер предприняла путешествие в Пекин для обсуждения с правительством КНР будущего своей самой важной и населённой на тот момент колонии — Гонконга. Согласно Нанкинскому соглашению 1842 года, сам остров Гонконг был уступлен Британии «в бессрочное владение», однако большая часть колонии расположилась на Новых территориях, арендованных в 1898 году на срок 99 лет, который истекал в 1997 году. Попытки сохранить там британскую администрацию провалились. В 1984 году по совместному британо-китайскому заявлению Гонконг стал Специальным административным районом КНР, сохраняя свой строй на следующие полвека. Торжественная церемония передачи суверенитета над Гонконгом КНР состоялась в 1997 году с участием в ней Чарльза, принца Уэльского и стала завершением распада Британской Империи.",1,6,114,0.5072792079207921,0.019801980198019802
1636,"Когда на сцене впервые была представлена опера ""Князь Игорь""?",55264#15,"Бородин, Александр Порфирьевич Наиболее значительным произведением Бородина признаётся опера «Князь Игорь», являющаяся образцом национального героического эпоса в музыке. Автор работал над главным произведением своей жизни в течение 18 лет, но опера так и не была окончена: уже после смерти Бородина оперу дописали и сделали оркестровку по материалам Бородина композиторы Н. А. Римский-Корсаков и А. К. Глазунов. Поставленная в 1890 году в Санкт-Петербургском Мариинском театре, опера, отличавшаяся монументальной цельностью образов, мощностью и размахом народных хоровых сцен, яркостью национального колорита в традициях эпической оперы Глинки «Руслан и Людмила», имела большой успех и до настоящего времени остаётся одним из шедевров отечественного оперного искусства.",1,9,100,0.507304347826087,0.021739130434782608
3032,Символом чего есть стена Плача для евреев?,55082#69,"Стена Плача В Иудаизме Западная Стена почитается, как единственное, что осталось от Святого Храма; она является для евреев самым святым местом и объектом паломничества. Из разрешённых и доступных для посещения мест Стена расположена ближе всех к самой святой для иудаизма точке, а именно Краеугольному Камню (""Эвен хаШетия""), находящемуся на Храмовой горе. (Согласно одному раввиническому мнению, евреи не могут ступить на Храмовую гору, каковой поступок является грехом, наказуемым Каретом.) Почти все историки, археологи и некоторые раввинические авторитеты считают, что камень, выходящий на поверхность внутри Купола Скалы, и есть Краеугольный Камень. Вместе с тем, некоторые раввины говорят, что он расположен прямо напротив открытой части Западной Стены, возле фонтана Эль-кас. Эта точка была местом расположения Святая Святых в дни существования Храма.",1,7,118,0.5073056603773585,0.03773584905660377
4325,Кто был основателем суфийской традиции?,16556#11,"Суфизм В отличие от абстрактных богословских рассуждений мутазилитов и следования «букве» священных текстов традиционалистов, суфийские учения изначально были антропоцентрическими. Им был присущ глубокий анализ мельчайших движений души человека, скрытых мотивов его поступков, а также внимание к личному переживанию и внутреннему осознанию религиозных истин. Так, один из основателей суфизма аль-Хасан аль-Басри создал «науку о сердцах и помыслах» (""аль-кулуб валь-хаватир"") и о человеческих намерениях (""ният""). В высказываниях и проповедях учеников и последователей аль-Хасана аль-Басри Рабаха ибн Амра, Рабии аль-Адавии и ад-Дарани появились мотивы бескорыстной любви к Богу (""махабба, хубб""), неизбывной тоски по нему и стремления сблизиться с ним. Начиная с IX века эти мотивы стали характернейшей особенностью и отличительной чертой суфизма, придав ей отчётливый мистический оттенок.",1,5,114,0.5073538461538462,0.009615384615384616
2690,Что такое трёхмерный шутер?,9638#11,"Шутер Предки трёхмерных шутеров встречались как минимум от 1985 года («Eidolon» от Lucasfilm Games) до 1991 года («Hovertank 3D» и «Catacomb 3-D» от id Software), но широкую популярность жанру принесла игра «Wolfenstein 3D», созданная той же компанией. Процесс перестрелок в «Hovertank 3D» показался бы современному игроку невыносимо медленным. Задача игрока была спасти всех заложников за определённое время. Графически игра была на уровне своего времени: псевдотрёхмерные уровни, спрайтовые персонажи, бестекстурные стены. Оружие не отображалось и появилось только в игре «Catacomb 3-D», также обладавшей весьма вялой динамикой. С точки зрения свободы обзора игрок всегда смотрел параллельно земле. Лишь в «Wolfenstein 3D» игровой процесс был доведён до приемлемого уровня, что породило распространённое заблуждение, что именно эта игра является первым представителем жанра вообще.",1,4,119,0.5074264150943396,0.009433962264150943
1877,Когда Евге́ний Петро́в стал сотрудничать с Ильей Ильфом?,33763#18,"Петров, Евгений Петрович Летом 1927 года Ильф и Петров отправились в командировку — их маршруты пролегали по Крыму и Кавказу. Не исключено, что именно во время этой поездки, когда выявилась общность интересов и оценок при наблюдении за окружающей действительностью, у молодых журналистов возникло стремление писать вместе. В августе, когда Евгений Петрович и Илья Арнольдович вернулись в Москву, Валентин Катаев полушутя предложил им стать его «литературными неграми» и даже дал тему для романа: «Стулья. Представьте себе, в одном из стульев запрятаны деньги. Их надо найти». В тот день во Дворце труда, где размещалась редакция «Гудка», возник творческий тандем Ильф и Петров.",1,8,100,0.5076521739130435,0.010869565217391304
2466,Когда была запущена первая в мире промышленная атомная электростанция в городе Обнинск?,17779#3,"Атомная электростанция Обнинская АЭС мощностью 5 МВт была запущена 27 июня 1954 года в СССР. Она стала первой в мире атомной электростанцией, подключённой к общей электрической сети, хотя и производила электричество не в промышленных масштабах. В 1958 году была введена в эксплуатацию 1-я очередь Сибирской АЭС мощностью 100 МВт, впоследствии полная проектная мощность была доведена до 600 МВт. В том же году развернулось строительство Белоярской промышленной АЭС, а 26 апреля 1964 года генератор 1-й очереди дал ток потребителям. В сентябре 1964 года был пущен 1-й блок Нововоронежской АЭС мощностью 210 МВт. Второй блок мощностью 365 МВт запущен в декабре 1969 года. В 1973 году запущен первый блок Ленинградской АЭС.",1,12,109,0.5079272727272728,0.06818181818181818
5251,"Когда Пол Маккартни вышел из состава ""The Beatles""",11795#42,"Маккартни, Пол 8 мая 1970 года в Англии вышел последний битловский студийный альбом, ""Let It Be"", с материалом, записанным годом ранее. Как и во всех альбомах второй половины 60-х годов Пол Маккартни здесь — основной автор: ему принадлежат «Let It Be», «Long and Winding Road», «Get Back», «I’ve Got a Feeling», «Two of Us». Об истории создания «Let It Be» (вышедшей синглом 6 марта), одной из своих самых знаменитых песен, Маккартни рассказывал: 
31 декабря 1970 года Пол Маккартни через своих адвокатов начал процесс о расторжении партнёрства «Битлз» и подал иск против Алана Кляйна, Джона Леннона, Ринго Старра и Джорджа Харрисона. Он считал, что ситуация, в которой оказались бывшие участники группы, не имела другого решения.",1,8,114,0.5079619047619048,0.0380952380952381
2676,Как называется священная книга евреев?,858#0,"Библия Би́блия ( от «книга» от «папирус» от места производства Библ) — 
собрание текстов, являющихся священными в иудаизме и христианстве и составляющих Священное Писание. В иудаизме Библией является Танах, именуемый также еврейской Библией, в христианстве — Ветхий Завет (Танах и дополнительные священные книги) и Новый Завет. Книги Танаха составляют иудейский канон ( «норма, правило»). Книги Танаха и Нового Завета являются каноническими во всех христианских конфессиях. Различия в Библиях различных Церквей и конфессий состоят в наличии дополнительных книг и отрывков в Ветхом Завете и в некотором отличии в переводе. В православии эти дополнительные книги и отрывки названы неканоническими или «анагиноскомена» («рекомендуемые для чтения»), в католицизме — второканоническими, в протестантизме — апокрифическими.",1,5,110,0.508,0.0
4817,Как называется главная книга Христианства?,858#0,"Библия Би́блия ( от «книга» от «папирус» от места производства Библ) — 
собрание текстов, являющихся священными в иудаизме и христианстве и составляющих Священное Писание. В иудаизме Библией является Танах, именуемый также еврейской Библией, в христианстве — Ветхий Завет (Танах и дополнительные священные книги) и Новый Завет. Книги Танаха составляют иудейский канон ( «норма, правило»). Книги Танаха и Нового Завета являются каноническими во всех христианских конфессиях. Различия в Библиях различных Церквей и конфессий состоят в наличии дополнительных книг и отрывков в Ветхом Завете и в некотором отличии в переводе. В православии эти дополнительные книги и отрывки названы неканоническими или «анагиноскомена» («рекомендуемые для чтения»), в католицизме — второканоническими, в протестантизме — апокрифическими.",1,5,110,0.508,0.0
179,Как назывался первый футбольный клуб Дми́трия Евге́ньевича Сычёва?,83434#4,"Сычёв, Дмитрий Евгеньевич Первым тренером Димы в СДЮШОР № 20 спортивного общества «Динамо» стал Михаил Семерня, к которому он пришёл в 1993 году. На тренировках обычно отличался большим усердием. В местной юношеской команде 1983 года рождения юный футболист стал капитаном и одним из лидеров. Поскольку команда собралась довольно сильная, им удалось выиграть Кубок Урала и попасть на чемпионат России, где Сычёв себя очень хорошо проявил, играя на позиции «под нападающими» и забивая много голов. Иногда Сычёв играл в футбол с девочками, которых тренировал его отец. Сейчас в этой школе учреждён «Приз Сычёва», вручаемый лучшему бомбардиру.",1,8,95,0.508,0.0
1038,Кто воспитал Михаи́ла Ю́рьевича Ле́рмонтова?,32724#31,"Лермонтов, Михаил Юрьевич Спустя два года после возвращения с Кавказа, бабушка повезла Лермонтова в Москву, где в 1829—1832 гг. сняла для проживания небольшой деревянный одноэтажный (с мезонином) особняк на ""Малой Молчановке"". Она стала готовить внука к поступлению в университетский благородный пансион — сразу в 4-й класс. Учителями его были Зиновьев (преподаватель латинского и русского языка в пансионе) и француз Gondrot, бывший полковник наполеоновской гвардии. Последнего сменил в 1829 году англичанин ""Виндсон"", познакомивший Лермонтова с английской литературой. В пансионе будущий поэт обучился грамотности и математике. После обучения М. Ю. Лермонтов овладел четырьмя языками, играл на четырёх музыкальных инструментах (семиструнной гитаре, скрипке, виолончели и фортепиано), увлекался живописью и даже владел техникой рукоделия.",1,5,110,0.508,0.0
30,Какая площадь падения Тунгу́сского метеорита?,22931#9,"Тунгусский метеорит Вдруг над горой, где уже упал лес, стало сильно светло, и, как бы тебе сказать, будто второе солнце появилось, русские сказали бы: «вдруг неожиданно блеснуло», глазам больно стало, и я даже закрыл их. Похоже было на то, что русские называют «молния». И сразу же был агдыллян, сильный гром. Это был второй удар. Утро было солнечное, туч не было, наше солнце светило ярко, как всегда, а тут появилось второе солнце!
Взрыв на Тунгуске был слышен за 800 км от эпицентра, взрывной волной был повален лес на площади 2000 км², в радиусе 200 км были выбиты стёкла некоторых домов; сейсмическая волна зарегистрирована сейсмическими станциями в Иркутске, Ташкенте, Тбилиси и Йене.",1,5,110,0.508,0.0
2992,В каком году к власти пришел император Октавиан?,6254#0,"Октавиан Август Гай Юлий Цезарь Октавиа́н А́вгуст ( , при рождении — Гай Окта́вий Фури́н, ; 23 сентября 63 года до н. э., Рим — 19 августа 14 года н. э., Нола) — древнеримский политический деятель, основатель Римской империи. 13 раз занимал должность консула (43 год до н. э., 33 до н. э., ежегодно с 31 до 23 до н. э., 5 до н. э., 2 до н. э.), с 12 года до н. э. — великий понтифик, с 23 года до н. э. обладал полномочиями трибуна (""tribunicia potestas""), во 2 году до н. э. получил почётный титул «отец отечества» (""pater patriae"").",1,8,102,0.5080444444444445,0.013888888888888888
2862,Как долго строилась Музей-усадьба Измайлово?,7587#4,"Измайлово (район) При царе Алексее Михайловиче в 1667 году речка Робка (ныне — Серебрянка) была перегорожена плотинами так, что образовавшийся Серебряно-Виноградный пруд окружил так называемый Измайловский остров, в центре которого располагалась царская усадьба (основная её часть — Государев двор — строилась в 1664—1690 гг.). Уже в 1670-е гг. в Измайловской царской усадьбе существовал домашний театр, известно имя одного из его актёров — певчего и живописца Василия Репского. В 1671—1679 гг. костромскими мастерами на месте существовавшей с начала XVII века деревянной церкви был возведён каменный Покровский собор, или собор Покрова Богоматери. На остров вёл каменный мост длиной около 100 м, завершавшийся проездной Мостовой башней. В усадьбе ставились эксперименты по выращиванию редких растений (виноград, арбузы и др.).",1,5,115,0.5081904761904762,0.009523809523809525
